Interest Rate,,,,(Unit : %)
Date,1Y,10Y,30Y,40Y
8/13/15,0.001,0.388,1.442,1.561
8/14/15,0.001,0.388,1.433,1.558
8/17/15,0.009,0.403,1.442,1.566
8/18/15,0.009,0.384,1.424,1.55
8/19/15,0.009,0.384,1.424,1.554
8/20/15,0.008,0.369,1.402,1.534
8/21/15,0.008,0.364,1.399,1.525
8/24/15,0.007,0.36,1.394,1.52
8/25/15,0.007,0.385,1.412,1.532
8/26/15,0.007,0.385,1.412,1.528
8/27/15,0.006,0.4,1.43,1.544
8/28/15,0.006,0.396,1.421,1.54
8/31/15,0.005,0.392,1.426,1.544
9/1/15,0.004,0.381,1.426,1.548
9/2/15,0.004,0.386,1.436,1.557
9/3/15,0.004,0.391,1.431,1.552
9/4/15,0.003,0.362,1.408,1.528
9/7/15,0.002,0.363,1.404,1.524
9/8/15,0.002,0.355,1.395,1.513
9/9/15,0.002,0.359,1.399,1.52
9/10/15,0.001,0.349,1.404,1.529
9/11/15,0.001,0.344,1.412,1.54
9/14/15,0,0.355,1.413,1.541
9/15/15,0.01,0.37,1.417,1.545
9/16/15,0.01,0.365,1.421,1.549
9/17/15,0.01,0.36,1.413,1.54
9/18/15,0.01,0.331,1.374,1.505
9/24/15,0.01,0.328,1.366,1.494
9/25/15,0.007,0.323,1.362,1.485
9/28/15,0.01,0.348,1.388,1.51
9/29/15,0.01,0.334,1.375,1.498
9/30/15,0.01,0.348,1.397,1.518
10/1/15,0.005,0.329,1.379,1.502
10/2/15,0.004,0.319,1.365,1.49
10/5/15,0.003,0.316,1.362,1.486
10/6/15,0.003,0.325,1.371,1.494
10/7/15,0.003,0.33,1.371,1.494
10/8/15,0.002,0.331,1.358,1.486
10/9/15,0.002,0.326,1.349,1.478
10/13/15,0.001,0.322,1.345,1.474
10/14/15,0,0.313,1.345,1.478
10/15/15,0,0.323,1.358,1.492
10/16/15,0,0.323,1.35,1.486
10/19/15,0,0.329,1.358,1.494
10/20/15,-0.001,0.319,1.358,1.494
10/21/15,-0.001,0.324,1.367,1.502
10/22/15,-0.001,0.314,1.354,1.491
10/23/15,-0.001,0.309,1.346,1.483
10/26/15,-0.001,0.32,1.359,1.495
10/27/15,-0.001,0.309,1.35,1.483
10/28/15,-0.001,0.3,1.346,1.479
10/29/15,-0.001,0.3,1.35,1.479
10/30/15,-0.001,0.306,1.35,1.479
11/2/15,-0.001,0.316,1.363,1.491
11/4/15,0.003,0.322,1.368,1.495
11/5/15,0.003,0.321,1.368,1.495
11/6/15,0.003,0.327,1.377,1.503
11/9/15,0.002,0.343,1.398,1.523
11/10/15,0.001,0.323,1.385,1.511
11/11/15,0.001,0.328,1.394,1.519
11/12/15,0.001,0.319,1.389,1.519
11/13/15,0,0.314,1.394,1.527
11/16/15,-0.01,0.314,1.385,1.519
11/17/15,-0.011,0.309,1.394,1.527
11/18/15,-0.011,0.309,1.398,1.535
11/19/15,-0.021,0.309,1.385,1.523
11/20/15,-0.022,0.325,1.399,1.535
11/24/15,-0.003,0.33,1.399,1.535
11/25/15,-0.003,0.314,1.39,1.527
11/26/15,-0.004,0.31,1.381,1.516
11/27/15,-0.014,0.316,1.381,1.512
11/30/15,-0.01,0.317,1.382,1.512
12/1/15,-0.015,0.315,1.382,1.512
12/2/15,-0.016,0.315,1.396,1.516
12/3/15,-0.016,0.311,1.391,1.516
12/4/15,-0.026,0.323,1.404,1.528
12/7/15,-0.027,0.323,1.404,1.528
12/8/15,-0.028,0.309,1.391,1.516
12/9/15,-0.036,0.303,1.374,1.501
12/10/15,-0.037,0.303,1.365,1.493
12/11/15,-0.029,0.308,1.365,1.493
12/14/15,-0.03,0.295,1.365,1.486
12/15/15,-0.03,0.29,1.361,1.481
12/16/15,-0.03,0.295,1.357,1.481
12/17/15,-0.031,0.295,1.348,1.473
12/18/15,-0.041,0.265,1.291,1.417
12/21/15,-0.043,0.271,1.282,1.405
12/22/15,-0.045,0.271,1.282,1.397
12/24/15,-0.045,0.276,1.282,1.397
12/25/15,-0.045,0.277,1.282,1.397
12/28/15,-0.048,0.267,1.282,1.398
12/29/15,-0.049,0.267,1.286,1.406
12/30/15,-0.043,0.267,1.282,1.406
1/4/16,-0.042,0.264,1.282,1.402
1/5/16,-0.043,0.259,1.264,1.386
1/6/16,-0.044,0.253,1.26,1.382
1/7/16,-0.045,0.245,1.238,1.363
1/8/16,-0.045,0.23,1.22,1.346
1/12/16,-0.048,0.221,1.207,1.338
1/13/16,-0.049,0.21,1.202,1.333
1/14/16,-0.049,0.231,1.252,1.378
1/15/16,-0.05,0.221,1.252,1.382
1/18/16,-0.041,0.206,1.221,1.362
1/19/16,-0.042,0.216,1.23,1.37
1/20/16,-0.012,0.216,1.221,1.362
1/21/16,-0.012,0.227,1.212,1.35
1/22/16,-0.022,0.237,1.208,1.342
1/25/16,-0.023,0.228,1.208,1.334
1/26/16,-0.024,0.224,1.194,1.322
1/27/16,-0.024,0.218,1.177,1.302
1/28/16,-0.024,0.229,1.199,1.326
1/29/16,-0.068,0.104,1.103,1.235
2/1/16,-0.141,0.068,1.057,1.193
2/2/16,-0.137,0.085,1.113,1.243
2/3/16,-0.174,0.067,1.108,1.239
2/4/16,-0.175,0.064,1.104,1.239
2/5/16,-0.183,0.036,1.11,1.243
2/8/16,-0.18,0.046,1.109,1.243
2/9/16,-0.23,-0.02,1.091,1.227
2/10/16,-0.205,0.015,1.109,1.248
2/12/16,-0.177,0.086,1.177,1.31
2/15/16,-0.16,0.098,1.191,1.322
2/16/16,-0.17,0.052,1.109,1.248
2/17/16,-0.16,0.058,1.076,1.214
2/18/16,-0.19,0.027,1.062,1.206
2/19/16,-0.201,0.016,1.062,1.21
2/22/16,-0.194,0.006,1.034,1.177
2/23/16,-0.193,0.006,1.025,1.155
2/24/16,-0.196,-0.046,0.964,1.099
2/25/16,-0.206,-0.056,0.888,1.025
2/26/16,-0.217,-0.055,0.907,1.043
2/29/16,-0.175,-0.055,0.902,1.034
3/1/16,-0.188,-0.049,0.838,0.971
3/2/16,-0.19,-0.044,0.833,0.966
3/3/16,-0.187,-0.023,0.815,0.944
3/4/16,-0.183,-0.042,0.777,0.902
3/7/16,-0.188,-0.052,0.742,0.857
3/8/16,-0.186,-0.103,0.532,0.642
3/9/16,-0.141,-0.022,0.718,0.829
3/10/16,-0.142,-0.025,0.762,0.865
3/11/16,-0.134,-0.016,0.791,0.893
3/14/16,-0.138,-0.049,0.745,0.848
3/15/16,-0.14,-0.025,0.702,0.796
3/16/16,-0.141,-0.054,0.675,0.772
3/17/16,-0.144,-0.054,0.61,0.715
3/18/16,-0.146,-0.101,0.475,0.578
3/22/16,-0.154,-0.1,0.435,0.523
3/23/16,-0.15,-0.111,0.459,0.538
3/24/16,-0.153,-0.094,0.533,0.615
3/25/16,-0.156,-0.1,0.523,0.606
3/28/16,-0.165,-0.094,0.528,0.607
3/29/16,-0.164,-0.089,0.528,0.607
3/30/16,-0.166,-0.094,0.518,0.602
3/31/16,-0.154,-0.049,0.547,0.632
4/1/16,-0.157,-0.065,0.43,0.484
4/4/16,-0.175,-0.083,0.42,0.476
4/5/16,-0.179,-0.068,0.44,0.496
4/6/16,-0.192,-0.063,0.469,0.526
4/7/16,-0.195,-0.058,0.44,0.496
4/8/16,-0.208,-0.083,0.44,0.503
4/11/16,-0.217,-0.088,0.42,0.482
4/12/16,-0.22,-0.097,0.42,0.482
4/13/16,-0.205,-0.088,0.425,0.487
4/14/16,-0.198,-0.093,0.42,0.48
4/15/16,-0.2,-0.113,0.41,0.481
4/18/16,-0.197,-0.117,0.385,0.45
4/19/16,-0.209,-0.129,0.349,0.413
4/20/16,-0.212,-0.134,0.309,0.36
4/21/16,-0.214,-0.123,0.288,0.339
4/22/16,-0.237,-0.123,0.354,0.398
4/25/16,-0.234,-0.071,0.425,0.475
4/26/16,-0.237,-0.102,0.354,0.396
4/27/16,-0.236,-0.067,0.394,0.443
4/28/16,-0.238,-0.082,0.349,0.407
5/2/16,-0.248,-0.112,0.304,0.356
5/6/16,-0.258,-0.117,0.288,0.345
5/9/16,-0.262,-0.107,0.299,0.35
5/10/16,-0.267,-0.096,0.329,0.382
5/11/16,-0.27,-0.1,0.323,0.366
5/12/16,-0.272,-0.11,0.335,0.376
5/13/16,-0.274,-0.11,0.365,0.419
5/16/16,-0.27,-0.11,0.375,0.434
5/17/16,-0.271,-0.109,0.37,0.429
5/18/16,-0.272,-0.097,0.375,0.434
5/19/16,-0.263,-0.072,0.363,0.424
5/20/16,-0.265,-0.102,0.344,0.403
5/23/16,-0.265,-0.097,0.349,0.408
5/24/16,-0.266,-0.102,0.35,0.408
5/25/16,-0.267,-0.094,0.36,0.419
5/26/16,-0.271,-0.108,0.34,0.386
5/27/16,-0.272,-0.113,0.326,0.372
5/30/16,-0.254,-0.112,0.334,0.386
5/31/16,-0.265,-0.112,0.31,0.363
6/1/16,-0.266,-0.111,0.34,0.399
6/2/16,-0.262,-0.103,0.33,0.391
6/3/16,-0.262,-0.108,0.33,0.386
6/6/16,-0.261,-0.127,0.315,0.373
6/7/16,-0.255,-0.127,0.299,0.35
6/8/16,-0.256,-0.117,0.305,0.355
6/9/16,-0.264,-0.133,0.305,0.355
6/10/16,-0.273,-0.158,0.271,0.319
6/13/16,-0.268,-0.167,0.242,0.283
6/14/16,-0.268,-0.172,0.232,0.273
6/15/16,-0.279,-0.197,0.208,0.244
6/16/16,-0.271,-0.208,0.148,0.194
6/17/16,-0.271,-0.157,0.232,0.272
6/20/16,-0.265,-0.151,0.266,0.3
6/21/16,-0.266,-0.146,0.266,0.306
6/22/16,-0.267,-0.15,0.252,0.286
6/23/16,-0.268,-0.146,0.207,0.237
6/24/16,-0.319,-0.201,0.133,0.164
6/27/16,-0.315,-0.202,0.098,0.13
6/28/16,-0.323,-0.233,0.052,0.071
6/29/16,-0.323,-0.242,0.088,0.106
6/30/16,-0.325,-0.237,0.128,0.157
7/1/16,-0.351,-0.262,0.103,0.133
7/4/16,-0.344,-0.257,0.077,0.103
7/5/16,-0.335,-0.257,0.057,0.081
7/6/16,-0.347,-0.278,0.042,0.067
7/7/16,-0.348,-0.283,0.067,0.091
7/8/16,-0.357,-0.293,0.088,0.111
7/11/16,-0.353,-0.282,0.098,0.121
7/12/16,-0.355,-0.287,0.133,0.16
7/13/16,-0.356,-0.287,0.123,0.156
7/14/16,-0.357,-0.266,0.142,0.18
7/15/16,-0.339,-0.234,0.188,0.226
7/19/16,-0.342,-0.233,0.193,0.23
7/20/16,-0.334,-0.242,0.208,0.251
7/21/16,-0.335,-0.234,0.262,0.314
7/22/16,-0.336,-0.229,0.257,0.315
7/25/16,-0.339,-0.242,0.267,0.327
7/26/16,-0.34,-0.257,0.263,0.324
7/27/16,-0.371,-0.297,0.268,0.333
7/28/16,-0.362,-0.279,0.248,0.315
7/29/16,-0.275,-0.178,0.263,0.328
8/1/16,-0.266,-0.136,0.286,0.357
8/2/16,-0.226,-0.06,0.32,0.377
8/3/16,-0.226,-0.085,0.354,0.419
8/4/16,-0.227,-0.075,0.401,0.477
8/5/16,-0.226,-0.096,0.383,0.46
8/8/16,-0.21,-0.049,0.411,0.485
8/9/16,-0.22,-0.081,0.419,0.5
8/10/16,-0.22,-0.106,0.378,0.463
8/12/16,-0.219,-0.106,0.35,0.434
8/15/16,-0.21,-0.084,0.34,0.412
8/16/16,-0.21,-0.094,0.359,0.426
8/17/16,-0.21,-0.079,0.353,0.425
8/18/16,-0.221,-0.079,0.348,0.422
8/19/16,-0.222,-0.084,0.323,0.394
8/22/16,-0.216,-0.069,0.349,0.411
8/23/16,-0.217,-0.089,0.309,0.376
8/24/16,-0.215,-0.078,0.324,0.385
8/25/16,-0.216,-0.084,0.324,0.385
8/26/16,-0.207,-0.068,0.343,0.409
8/29/16,-0.209,-0.061,0.371,0.439
8/30/16,-0.219,-0.068,0.392,0.459
8/31/16,-0.22,-0.058,0.41,0.479
9/1/16,-0.221,-0.047,0.433,0.5
9/2/16,-0.227,-0.027,0.494,0.562
9/5/16,-0.23,-0.027,0.508,0.577
9/6/16,-0.231,-0.027,0.49,0.557
9/7/16,-0.242,-0.061,0.42,0.485
9/8/16,-0.243,-0.041,0.448,0.513
9/9/16,-0.244,-0.02,0.509,0.568
9/12/16,-0.277,-0.02,0.532,0.596
9/13/16,-0.268,-0.021,0.509,0.576
9/14/16,-0.288,-0.021,0.569,0.637
9/15/16,-0.289,-0.045,0.542,0.615
9/16/16,-0.29,-0.04,0.551,0.618
9/20/16,-0.294,-0.06,0.504,0.572
9/21/16,-0.255,-0.03,0.51,0.58
9/23/16,-0.247,-0.054,0.467,0.542
9/26/16,-0.257,-0.063,0.486,0.558
9/27/16,-0.295,-0.079,0.5,0.566
9/28/16,-0.31,-0.094,0.458,0.529
9/29/16,-0.307,-0.089,0.439,0.506
9/30/16,-0.318,-0.084,0.457,0.522
10/3/16,-0.313,-0.073,0.454,0.518
10/4/16,-0.314,-0.073,0.459,0.518
10/5/16,-0.315,-0.063,0.496,0.558
10/6/16,-0.317,-0.063,0.496,0.558
10/7/16,-0.318,-0.068,0.505,0.572
10/11/16,-0.324,-0.051,0.525,0.592
10/12/16,-0.316,-0.062,0.501,0.565
10/13/16,-0.316,-0.062,0.482,0.554
10/14/16,-0.328,-0.056,0.496,0.566
10/17/16,-0.321,-0.055,0.501,0.569
10/18/16,-0.312,-0.05,0.496,0.566
10/19/16,-0.313,-0.055,0.501,0.57
10/20/16,-0.314,-0.064,0.501,0.566
10/21/16,-0.305,-0.056,0.496,0.562
10/24/16,-0.295,-0.055,0.491,0.558
10/25/16,-0.306,-0.064,0.487,0.558
10/26/16,-0.307,-0.064,0.478,0.55
10/27/16,-0.307,-0.054,0.497,0.566
10/28/16,-0.308,-0.045,0.516,0.577
10/31/16,-0.31,-0.049,0.505,0.574
11/1/16,-0.311,-0.048,0.505,0.574
11/2/16,-0.317,-0.058,0.487,0.565
11/4/16,-0.319,-0.059,0.487,0.566
11/7/16,-0.322,-0.048,0.497,0.573
11/8/16,-0.323,-0.063,0.497,0.573
11/9/16,-0.333,-0.073,0.479,0.555
11/10/16,-0.325,-0.043,0.511,0.595
11/11/16,-0.315,-0.027,0.526,0.608
11/14/16,-0.308,-0.013,0.544,0.623
11/15/16,-0.299,0.007,0.567,0.649
11/16/16,-0.279,0.023,0.572,0.653
11/17/16,-0.309,0.013,0.557,0.646
11/18/16,-0.31,0.044,0.594,0.679
11/21/16,-0.292,0.033,0.604,0.69
11/22/16,-0.291,0.032,0.619,0.708
11/24/16,-0.283,0.037,0.632,0.726
11/25/16,-0.263,0.039,0.599,0.686
11/28/16,-0.255,0.016,0.562,0.651
11/29/16,-0.259,0.016,0.559,0.638
11/30/16,-0.26,0.021,0.567,0.642
12/1/16,-0.271,0.029,0.586,0.66
12/2/16,-0.281,0.034,0.589,0.668
12/5/16,-0.293,0.024,0.58,0.661
12/6/16,-0.294,0.044,0.616,0.698
12/7/16,-0.294,0.029,0.621,0.701
12/8/16,-0.295,0.039,0.646,0.727
12/9/16,-0.293,0.05,0.691,0.777
12/12/16,-0.296,0.07,0.781,0.874
12/13/16,-0.297,0.08,0.785,0.874
12/14/16,-0.308,0.055,0.718,0.809
12/15/16,-0.309,0.075,0.705,0.794
12/16/16,-0.3,0.076,0.66,0.745
12/19/16,-0.3,0.076,0.687,0.763
12/20/16,-0.301,0.066,0.66,0.741
12/21/16,-0.302,0.056,0.651,0.735
12/22/16,-0.302,0.051,0.664,0.748
12/26/16,-0.294,0.056,0.678,0.759
12/27/16,-0.294,0.061,0.674,0.756
12/28/16,-0.294,0.057,0.705,0.792
12/29/16,-0.295,0.042,0.696,0.785
12/30/16,-0.295,0.043,0.701,0.788
1/4/17,-0.297,0.064,0.729,0.82
1/5/17,-0.303,0.058,0.747,0.84
1/6/17,-0.314,0.053,0.724,0.816
1/10/17,-0.335,0.058,0.733,0.823
1/11/17,-0.336,0.059,0.747,0.841
1/12/17,-0.308,0.043,0.724,0.822
1/13/17,-0.308,0.049,0.719,0.821
1/16/17,-0.31,0.054,0.724,0.824
1/17/17,-0.311,0.049,0.724,0.824
1/18/17,-0.321,0.054,0.719,0.821
1/19/17,-0.322,0.074,0.751,0.852
1/20/17,-0.324,0.065,0.778,0.879
1/23/17,-0.327,0.055,0.769,0.873
1/24/17,-0.328,0.045,0.774,0.876
1/25/17,-0.299,0.071,0.787,0.886
1/26/17,-0.29,0.09,0.818,0.916
1/27/17,-0.285,0.08,0.814,0.913
1/30/17,-0.294,0.086,0.814,0.913
1/31/17,-0.29,0.087,0.805,0.903
2/1/17,-0.301,0.096,0.813,0.902
2/2/17,-0.302,0.11,0.84,0.926
2/3/17,-0.298,0.102,0.84,0.926
2/6/17,-0.301,0.106,0.872,0.963
2/7/17,-0.302,0.102,0.872,0.963
2/8/17,-0.29,0.097,0.876,0.966
2/9/17,-0.284,0.086,0.845,0.944
2/10/17,-0.275,0.086,0.827,0.928
2/13/17,-0.268,0.092,0.837,0.934
2/14/17,-0.268,0.098,0.863,0.96
2/15/17,-0.269,0.092,0.863,0.96
2/16/17,-0.261,0.097,0.877,0.974
2/17/17,-0.262,0.093,0.886,0.98
2/20/17,-0.258,0.099,0.886,0.98
2/21/17,-0.258,0.099,0.886,0.98
2/22/17,-0.261,0.089,0.867,0.964
2/23/17,-0.263,0.081,0.828,0.928
2/24/17,-0.264,0.067,0.823,0.925
2/27/17,-0.264,0.054,0.786,0.884
2/28/17,-0.266,0.059,0.783,0.881
3/1/17,-0.268,0.069,0.815,0.918
3/2/17,-0.285,0.078,0.841,0.945
3/3/17,-0.302,0.068,0.828,0.936
3/6/17,-0.318,0.069,0.814,0.919
3/7/17,-0.321,0.064,0.835,0.94
3/8/17,-0.323,0.069,0.849,0.952
3/9/17,-0.318,0.084,0.845,0.952
3/10/17,-0.328,0.085,0.858,0.962
3/13/17,-0.325,0.085,0.863,0.964
3/14/17,-0.327,0.085,0.863,0.968
3/15/17,-0.329,0.09,0.854,0.961
3/16/17,-0.329,0.07,0.828,0.943
3/17/17,-0.329,0.071,0.832,0.949
3/21/17,-0.32,0.061,0.832,0.953
3/22/17,-0.321,0.056,0.823,0.938
3/23/17,-0.323,0.051,0.828,0.938
3/24/17,-0.313,0.061,0.832,0.946
3/27/17,-0.308,0.057,0.831,0.946
3/28/17,-0.308,0.057,0.823,0.94
3/29/17,-0.289,0.052,0.819,0.937
3/30/17,-0.273,0.062,0.828,0.946
3/31/17,-0.254,0.067,0.841,0.96
4/3/17,-0.223,0.072,0.842,0.962
4/4/17,-0.225,0.062,0.851,0.976
4/5/17,-0.226,0.062,0.86,0.99
4/6/17,-0.217,0.058,0.837,0.967
4/7/17,-0.219,0.048,0.828,0.961
4/10/17,-0.223,0.048,0.841,0.967
4/11/17,-0.223,0.038,0.833,0.961
4/12/17,-0.224,0.018,0.81,0.938
4/13/17,-0.225,0.023,0.792,0.921
4/14/17,-0.218,0.013,0.765,0.897
4/17/17,-0.212,0.003,0.741,0.881
4/18/17,-0.213,0.013,0.77,0.908
4/19/17,-0.214,0.004,0.761,0.897
4/20/17,-0.215,0.014,0.751,0.894
4/21/17,-0.216,0.014,0.761,0.898
4/24/17,-0.208,0.024,0.775,0.915
4/25/17,-0.21,0.019,0.78,0.918
4/26/17,-0.201,0.021,0.793,0.928
4/27/17,-0.191,0.021,0.797,0.93
4/28/17,-0.203,0.016,0.78,0.921
5/1/17,-0.205,0.016,0.789,0.925
5/2/17,-0.207,0.022,0.794,0.927
5/8/17,-0.202,0.032,0.808,0.937
5/9/17,-0.193,0.038,0.822,0.954
5/10/17,-0.184,0.042,0.822,0.954
5/11/17,-0.185,0.053,0.836,0.974
5/12/17,-0.176,0.046,0.836,0.977
5/15/17,-0.18,0.041,0.827,0.971
5/16/17,-0.17,0.047,0.836,0.978
5/17/17,-0.161,0.047,0.832,0.974
5/18/17,-0.162,0.048,0.808,0.952
5/19/17,-0.172,0.043,0.794,0.943
5/22/17,-0.173,0.054,0.809,0.952
5/23/17,-0.165,0.049,0.799,0.943
5/24/17,-0.166,0.054,0.804,0.946
5/25/17,-0.166,0.054,0.814,0.959
5/26/17,-0.167,0.044,0.795,0.942
5/29/17,-0.165,0.045,0.804,0.951
5/30/17,-0.159,0.045,0.8,0.946
5/31/17,-0.16,0.05,0.8,0.946
6/1/17,-0.161,0.049,0.814,0.963
6/2/17,-0.156,0.047,0.809,0.963
6/5/17,-0.153,0.044,0.803,0.959
6/6/17,-0.154,0.039,0.803,0.964
6/7/17,-0.13,0.04,0.794,0.955
6/8/17,-0.13,0.065,0.835,1
6/9/17,-0.13,0.05,0.818,0.986
6/12/17,-0.13,0.055,0.823,0.995
6/13/17,-0.13,0.06,0.814,0.981
6/14/17,-0.13,0.06,0.805,0.972
6/15/17,-0.13,0.05,0.791,0.96
6/16/17,-0.13,0.05,0.805,0.973
6/19/17,-0.131,0.051,0.809,0.978
6/20/17,-0.13,0.051,0.8,0.969
6/21/17,-0.12,0.055,0.791,0.96
6/22/17,-0.12,0.051,0.782,0.953
6/23/17,-0.12,0.051,0.796,0.966
6/26/17,-0.12,0.051,0.805,0.98
6/27/17,-0.13,0.046,0.8,0.975
6/28/17,-0.124,0.056,0.814,0.987
6/29/17,-0.124,0.057,0.81,0.983
6/30/17,-0.115,0.086,0.842,1.017
7/3/17,-0.122,0.082,0.846,1.021
7/4/17,-0.122,0.078,0.851,1.026
7/5/17,-0.113,0.082,0.86,1.034
7/6/17,-0.097,0.098,0.878,1.055
7/7/17,-0.097,0.088,0.878,1.055
7/10/17,-0.096,0.093,0.883,1.06
7/11/17,-0.098,0.093,0.896,1.073
7/12/17,-0.107,0.088,0.883,1.064
7/13/17,-0.108,0.078,0.852,1.033
7/14/17,-0.109,0.078,0.861,1.042
7/18/17,-0.111,0.068,0.856,1.038
7/19/17,-0.111,0.074,0.856,1.042
7/20/17,-0.112,0.074,0.856,1.042
7/21/17,-0.114,0.068,0.857,1.042
7/24/17,-0.113,0.069,0.861,1.051
7/25/17,-0.106,0.069,0.848,1.038
7/26/17,-0.107,0.08,0.857,1.046
7/27/17,-0.118,0.07,0.853,1.048
7/28/17,-0.118,0.074,0.857,1.057
7/31/17,-0.11,0.078,0.867,1.066
8/1/17,-0.11,0.075,0.871,1.071
8/2/17,-0.111,0.075,0.87,1.071
8/3/17,-0.112,0.07,0.862,1.062
8/4/17,-0.112,0.065,0.862,1.062
8/7/17,-0.107,0.07,0.871,1.071
8/8/17,-0.107,0.07,0.866,1.071
8/9/17,-0.116,0.06,0.853,1.054
8/10/17,-0.116,0.06,0.843,1.045
8/14/17,-0.119,0.056,0.839,1.036
8/15/17,-0.12,0.052,0.843,1.039
8/16/17,-0.11,0.042,0.857,1.057
8/17/17,-0.111,0.047,0.852,1.052
8/18/17,-0.122,0.043,0.848,1.044
8/21/17,-0.124,0.038,0.839,1.035
8/22/17,-0.124,0.043,0.83,1.026
8/23/17,-0.125,0.038,0.826,1.021
8/24/17,-0.126,0.028,0.821,1.019
8/25/17,-0.139,0.018,0.83,1.028
8/28/17,-0.142,0.013,0.831,1.027
8/29/17,-0.143,0.009,0.827,1.023
8/30/17,-0.14,0.009,0.827,1.024
8/31/17,-0.145,0.008,0.822,1.019
9/1/17,-0.146,0.005,0.822,1.019
9/4/17,-0.149,0.001,0.813,1.012
9/5/17,-0.15,0.009,0.805,1.003
9/6/17,-0.151,0.004,0.81,1.01
9/7/17,-0.152,0.009,0.826,1.022
9/8/17,-0.156,-0.012,0.804,1.003
9/11/17,-0.158,-0.006,0.804,1.003
9/12/17,-0.148,0.015,0.818,1.017
9/13/17,-0.149,0.02,0.827,1.026
9/14/17,-0.139,0.035,0.84,1.04
9/15/17,-0.15,0.015,0.823,1.022
9/19/17,-0.143,0.026,0.832,1.031
9/20/17,-0.143,0.026,0.828,1.027
9/21/17,-0.135,0.026,0.819,1.024
9/22/17,-0.144,0.021,0.814,1.021
9/25/17,-0.147,0.021,0.819,1.025
9/26/17,-0.147,0.026,0.823,1.023
9/27/17,-0.144,0.047,0.846,1.045
9/28/17,-0.134,0.069,0.873,1.077
9/29/17,-0.134,0.062,0.855,1.057
10/2/17,-0.136,0.073,0.864,1.066
10/3/17,-0.136,0.073,0.873,1.075
10/4/17,-0.146,0.053,0.86,1.061
10/5/17,-0.146,0.043,0.855,1.054
10/6/17,-0.143,0.053,0.873,1.07
10/10/17,-0.146,0.059,0.874,1.075
10/11/17,-0.147,0.063,0.869,1.07
10/12/17,-0.148,0.063,0.86,1.062
10/13/17,-0.149,0.063,0.865,1.065
10/16/17,-0.141,0.064,0.869,1.07
10/17/17,-0.141,0.069,0.869,1.07
10/18/17,-0.142,0.069,0.874,1.074
10/19/17,-0.152,0.064,0.879,1.079
10/20/17,-0.152,0.074,0.879,1.079
10/23/17,-0.145,0.069,0.874,1.075
10/24/17,-0.146,0.069,0.866,1.064
10/25/17,-0.146,0.07,0.862,1.06
10/26/17,-0.154,0.07,0.861,1.06
10/27/17,-0.158,0.07,0.865,1.058
10/30/17,-0.16,0.07,0.866,1.061
10/31/17,-0.16,0.071,0.861,1.055
11/1/17,-0.166,0.06,0.847,1.038
11/2/17,-0.167,0.055,0.843,1.037
11/6/17,-0.184,0.026,0.816,1.005
11/7/17,-0.195,0.032,0.816,1.005
11/8/17,-0.205,0.027,0.803,0.987
11/9/17,-0.204,0.032,0.799,0.971
11/10/17,-0.187,0.042,0.803,0.964
11/13/17,-0.188,0.052,0.821,0.987
11/14/17,-0.189,0.053,0.826,0.992
11/15/17,-0.2,0.048,0.817,0.983
11/16/17,-0.191,0.048,0.817,0.983
11/17/17,-0.191,0.038,0.823,0.987
11/20/17,-0.194,0.039,0.817,0.983
11/21/17,-0.196,0.033,0.813,0.983
11/22/17,-0.195,0.029,0.808,0.974
11/24/17,-0.186,0.035,0.826,0.997
11/27/17,-0.178,0.041,0.836,1.006
11/28/17,-0.174,0.046,0.84,1.016
